UniprotID,Protein,mFamilyID,mSuperfamily,mSCOP,Organ
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2631-2711,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17609-17706,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2275-2362,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21491-21581,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22573-22662,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,20404-20493,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14430-14522,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2541-2625,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23659-23746,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2360-2434,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13717-13802,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,12993-13090,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13277-13360,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2711-2790,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14698-14778,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3145-3240,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13543-13625,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13097-13174,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34837-34915,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13189-13272,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13899-13981,Blood
P70275,SEM3E_MOUSE,48726,Immunoglobulin,591-672,Blood
O08665,SEM3A_MOUSE,48726,Immunoglobulin,584-668,Blood
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,"218-258,286-293,335-400",Blood
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,586-678,Blood
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,404-493,Blood
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,118-212,Blood
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,494-581,Blood
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,23-103,Blood
P28828,PTPRM_MOUSE,48726,Immunoglobulin,190-288,Blood
O89026,ROBO1_MOUSE,48726,Immunoglobulin,219-315,Blood
O89026,ROBO1_MOUSE,48726,Immunoglobulin,304-407,Blood
O89026,ROBO1_MOUSE,48726,Immunoglobulin,415-511,Blood
O89026,ROBO1_MOUSE,48726,Immunoglobulin,133-227,Blood
O89026,ROBO1_MOUSE,48726,Immunoglobulin,27-127,Blood
Q08481,PECA1_MOUSE,48726,Immunoglobulin,489-583,Blood
Q08481,PECA1_MOUSE,48726,Immunoglobulin,30-116,Blood
Q08481,PECA1_MOUSE,48726,Immunoglobulin,315-377,Blood
Q08481,PECA1_MOUSE,48726,Immunoglobulin,396-485,Blood
Q08481,PECA1_MOUSE,48726,Immunoglobulin,223-304,Blood
Q8BHK2,SCN3B_MOUSE,48726,Immunoglobulin,28-125,Blood
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,314-413,Blood
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,221-317,Blood
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,421-511,Blood
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,135-229,Blood
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,29-129,Blood
P26618,PGFRA_MOUSE,48726,Immunoglobulin,316-414,Blood
P26618,PGFRA_MOUSE,48726,Immunoglobulin,117-206,Blood
P26618,PGFRA_MOUSE,48726,Immunoglobulin,222-307,Blood
P26618,PGFRA_MOUSE,48726,Immunoglobulin,35-107,Blood
Q9DBV4,MXRA8_MOUSE,48726,Immunoglobulin,37-159,Blood
Q9DBV4,MXRA8_MOUSE,48726,Immunoglobulin,169-293,Blood
Q62181,SEM3C_MOUSE,48726,Immunoglobulin,580-661,Blood
P97952,SCN1B_MOUSE,48726,Immunoglobulin,26-124,Blood
P05622,PGFRB_MOUSE,48726,Immunoglobulin,221-305,Blood
P05622,PGFRB_MOUSE,48726,Immunoglobulin,330-415,Blood
P05622,PGFRB_MOUSE,48726,Immunoglobulin,39-107,Blood
P05622,PGFRB_MOUSE,48726,Immunoglobulin,417-526,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,405-490,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2533-2626,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2894-2981,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2430-2523,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2799-2897,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1954-2041,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1678-1770,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2616-2704,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1774-1858,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2149-2234,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2051-2136,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1864-1951,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2721-2812,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2246-2331,Blood
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2344-2439,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,609-702,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,1831-1923,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,154-245,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,500-591,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,1120-1212,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,32-125,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,709-804,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,401-492,Blood
Q6PDN3,MYLK_MOUSE,48726,Immunoglobulin,1260-1357,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,1175-1268,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,155-256,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,"651-681,710-774",Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,443-527,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,977-1067,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,364-445,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,12-98,Blood
O70468,MYPC3_MOUSE,48726,Immunoglobulin,541-618,Blood
P15209,NTRK2_MOUSE,48726,Immunoglobulin,201-290,Blood
P15209,NTRK2_MOUSE,48726,Immunoglobulin,283-382,Blood
Q00993,UFO_MOUSE,48726,Immunoglobulin,133-218,Blood
Q00993,UFO_MOUSE,48726,Immunoglobulin,26-122,Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,661-751,Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,235-332,Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,125-223,Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,"435-469,500-557",Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,569-643,Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,352-432,Blood
P35969,VGFR1_MOUSE,48726,Immunoglobulin,32-115,Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,672-766,Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,235-334,Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,350-453,Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,569-673,Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,"421-460,499-555",Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,129-223,Blood
P35917,VGFR3_MOUSE,48726,Immunoglobulin,33-130,Blood
Q62151,RAGE_MOUSE,48726,Immunoglobulin,234-319,Blood
Q62151,RAGE_MOUSE,48726,Immunoglobulin,24-116,Blood
Q62151,RAGE_MOUSE,48726,Immunoglobulin,142-207,Blood
Q8C310,ROBO4_MOUSE,48726,Immunoglobulin,140-228,Blood
Q8C310,ROBO4_MOUSE,48726,Immunoglobulin,31-134,Blood
P16092,FGFR1_MOUSE,48726,Immunoglobulin,255-358,Blood
P16092,FGFR1_MOUSE,48726,Immunoglobulin,163-249,Blood
P16092,FGFR1_MOUSE,48726,Immunoglobulin,39-126,Blood
P13597,ICAM1_MOUSE,48726,Immunoglobulin,28-108,Blood
P13597,ICAM1_MOUSE,48726,Immunoglobulin,108-206,Blood
P13597,ICAM1_MOUSE,48726,Immunoglobulin,216-310,Blood
P13597,ICAM1_MOUSE,48726,Immunoglobulin,395-480,Blood
P13597,ICAM1_MOUSE,48726,Immunoglobulin,312-395,Blood
Q91ZV8,AGRA2_MOUSE,48726,Immunoglobulin,249-343,Blood
P97792,CXAR_MOUSE,48726,Immunoglobulin,21-137,Blood
P97792,CXAR_MOUSE,48726,Immunoglobulin,137-232,Blood
O88875,BY55_MOUSE,48726,Immunoglobulin,34-137,Blood
P18572,BASI_MOUSE,48726,Immunoglobulin,26-115,Blood
P18572,BASI_MOUSE,48726,Immunoglobulin,215-323,Blood
P18572,BASI_MOUSE,48726,Immunoglobulin,100-204,Blood
P21803,FGFR2_MOUSE,48726,Immunoglobulin,256-359,Blood
P21803,FGFR2_MOUSE,48726,Immunoglobulin,171-250,Blood
P21803,FGFR2_MOUSE,48726,Immunoglobulin,39-124,Blood
P31809,CEAM1_MOUSE,48726,Immunoglobulin,36-140,Blood
P31809,CEAM1_MOUSE,48726,Immunoglobulin,329-416,Blood
P31809,CEAM1_MOUSE,48726,Immunoglobulin,239-322,Blood
P31809,CEAM1_MOUSE,48726,Immunoglobulin,149-236,Blood
G5E8Q8,AGRF5_MOUSE,48726,Immunoglobulin,280-366,Blood
G5E8Q8,AGRF5_MOUSE,48726,Immunoglobulin,472-562,Blood
P43432,IL12B_MOUSE,48726,Immunoglobulin,31-107,Blood
Q64281,LIRB4_MOUSE,48726,Immunoglobulin,121-219,Blood
Q64281,LIRB4_MOUSE,48726,Immunoglobulin,26-119,Blood
O88792,JAM1_MOUSE,48726,Immunoglobulin,30-135,Blood
O88792,JAM1_MOUSE,48726,Immunoglobulin,129-224,Blood
Q99KG5,LSR_MOUSE,48726,Immunoglobulin,"38-86,123-171",Blood
Q60805,MERTK_MOUSE,48726,Immunoglobulin,87-190,Blood
Q60805,MERTK_MOUSE,48726,Immunoglobulin,182-276,Blood
D7PDD4,G6B_MOUSE,48726,Immunoglobulin,24-107,Blood
P48356,LEPR_MOUSE,48726,Immunoglobulin,331-392,Blood
Q9D8B7,JAM3_MOUSE,48726,Immunoglobulin,135-231,Blood
Q9D8B7,JAM3_MOUSE,48726,Immunoglobulin,39-143,Blood
P55144,TYRO3_MOUSE,48726,Immunoglobulin,39-135,Blood
P55144,TYRO3_MOUSE,48726,Immunoglobulin,129-204,Blood
Q06806,TIE1_MOUSE,48726,Immunoglobulin,349-450,Blood
Q06806,TIE1_MOUSE,48726,Immunoglobulin,132-212,Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,663-749,Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,342-425,Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,228-332,Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,"437-462,492-551",Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,547-646,Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,116-220,Blood
P35918,VGFR2_MOUSE,48726,Immunoglobulin,31-110,Blood
P01831,THY1_MOUSE,48726,Immunoglobulin,29-111,Blood
Q02858,TIE2_MOUSE,48726,Immunoglobulin,369-446,Blood
Q02858,TIE2_MOUSE,48726,Immunoglobulin,132-210,Blood
Q8K558,TRML1_MOUSE,48726,Immunoglobulin,24-126,Blood
Q8K1S3,UNC5B_MOUSE,48726,Immunoglobulin,155-246,Blood
Q8K1S3,UNC5B_MOUSE,48726,Immunoglobulin,48-150,Blood
P0C191,GPVI_MOUSE,48726,Immunoglobulin,112-205,Blood
P0C191,GPVI_MOUSE,48726,Immunoglobulin,23-107,Blood
Q7M729,SCN4B_MOUSE,48726,Immunoglobulin,40-151,Blood
Q8R2Y2,MUC18_MOUSE,48726,Immunoglobulin,350-412,Blood
Q8R2Y2,MUC18_MOUSE,48726,Immunoglobulin,252-342,Blood
Q8R2Y2,MUC18_MOUSE,48726,Immunoglobulin,430-517,Blood
Q8R2Y2,MUC18_MOUSE,48726,Immunoglobulin,161-232,Blood
Q8R2Y2,MUC18_MOUSE,48726,Immunoglobulin,35-138,Blood
Q56A07,SCN2B_MOUSE,48726,Immunoglobulin,34-142,Blood
Q9ESM3,HPLN2_MOUSE,48726,Immunoglobulin,44-147,Blood
Q810J1,PSG22_MOUSE,48726,Immunoglobulin,156-260,Blood
Q810J1,PSG22_MOUSE,48726,Immunoglobulin,36-140,Blood
Q810J1,PSG22_MOUSE,48726,Immunoglobulin,275-380,Blood
Q810J1,PSG22_MOUSE,48726,Immunoglobulin,390-473,Blood
Q00342,FLT3_MOUSE,48726,Immunoglobulin,257-346,Spleen
Q00342,FLT3_MOUSE,48726,Immunoglobulin,80-163,Spleen
Q62407,SPEG_MOUSE,48726,Immunoglobulin,1068-1164,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,724-817,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,872-965,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,1487-1581,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,2585-2677,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,44-129,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,1193-1285,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,976-1064,Heart
Q62407,SPEG_MOUSE,48726,Immunoglobulin,1394-1492,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7159-7257,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8570-8669,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,944-1036,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34923-35014,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4625-4723,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7627-7722,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9041-9133,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5001-5100,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8100-8198,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7346-7441,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7252-7352,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5749-5845,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5563-5662,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8846-8940,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6125-6224,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5843-5940,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7908-8004,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19305-19399,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4439-4536,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8476-8565,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6585-6683,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4343-4435,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6688-6787,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26101-26200,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6967-7062,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34351-34442,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3509-3600,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8287-8383,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6308-6405,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7534-7625,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6031-6124,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4532-4629,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8193-8293,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3243-3336,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9233-9328,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,102-195,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23937-24036,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8663-8756,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32322-32418,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34641-34732,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5936-6032,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6-99,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6218-6316,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5656-5755,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5281-5378,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6781-6876,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7060-7155,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33583-33675,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4812-4907,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8758-8853,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33477-33577,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14066-14159,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6405-6501,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9344-9435,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5190-5282,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,16176-16274,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,20688-20787,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21094-21182,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7722-7818,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,15485-15576,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8945-9036,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7816-7912,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5094-5191,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6875-6970,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7439-7539,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3348-3439,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,25422-25514,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,18612-18707,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1295-1386,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2082-2176,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4907-4997,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1082-1173,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1461-1554,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,29069-29160,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31532-31627,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32714-32809,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6498-6595,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8380-8480,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5472-5558,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,24340-24432,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23258-23350,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9137-9234,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8002-8093,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34163-34254,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5374-5469,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,25024-25118,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3056-3149,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17911-18012,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1845-1938,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,27184-27281,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22863-22954,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9715-9811,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30444-30536,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14250-14328,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19706-19796,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13807-13899,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,27586-27678,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21782-21871,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19994-20091,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,29756-29847,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17195-17292,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,35118-35211,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22176-22266,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9632-9715,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13452-13538,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26506-26597,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30846-30933,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14607-14696,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13988-14079,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1707-1802,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19015-19104,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,28669-28761,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,12920-13002,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3625-3717,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,29362-29452,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4251-4344,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4716-4804,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1562-1655,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14165-14249,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,27982-28072,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14343-14428,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,25821-25911,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32427-32518,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31243-31330,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2803-2887,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2889-2973,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13627-13709,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14525-14613,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2453-2538,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9546-9633,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32817-32916,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2171-2269,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,16903-16991,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2977-3062,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,15193-15282,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,28272-28365,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,18322-18408,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31933-32023,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30154-30242,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,24740-24828,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13364-13450,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14789-14884,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26905-26993,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34505-34596,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,"16476-16511,16540-16596",Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33369-33450,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2631-2711,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17609-17706,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2275-2362,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21491-21581,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22573-22662,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,20404-20493,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14430-14522,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2541-2625,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23659-23746,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2360-2434,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13717-13802,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,12993-13090,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13277-13360,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2711-2790,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14698-14778,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3145-3240,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13543-13625,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13097-13174,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34837-34915,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13189-13272,Heart
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13899-13981,Heart
O08665,SEM3A_MOUSE,48726,Immunoglobulin,584-668,Heart
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,"218-258,286-293,335-400",Heart
